economy,year,value,indicator description,indicator code
TCD,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1992,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1993,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1994,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1995,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1996,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1997,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1998,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
