iso3,year,value,indicator description,indicator code
GMB,2005,2.6935186388292216,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2005,1.3846903862861513,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2005,0.6983421824289053,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2005,1.8273734811487858,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2005,1.3123500076877082,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2005,1.9515737427184767,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2005,4.736729402237126,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2005,3.4282977166706012,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2005,4.435226475772844,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2005,3.223388481881949,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2005,3.129694559325815,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2005,3.127654793570514,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2005,5.183788337153071,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2005,2.6363338919659416,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2005,4.99615047536308,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2005,2.612158655803975,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2005,1.3689089210221521,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2005,2.8720895891549536,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2005,0.8051828322082055,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2005,4.49021846023676,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2005,1.6285653517352545,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2005,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2005,,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2005,3.1121873008503176,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2005,3.8357717875355966,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2005,5.606495801964982,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2005,0.411812105895221,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2005,2.205521005846524,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2005,4.3738774812557235,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2005,2.93084419873722,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2005,2.3148586550649224,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2005,5.905170995948763,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2005,2.972170814511019,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2005,1.0041806770543114,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2006,1.2361685893079097,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2006,1.5926343574378012,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2006,2.9067841827678462,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2006,3.614375342594817,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2006,6.799170418165137,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2006,1.2921044700183688,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2006,1.321773278735514,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2006,1.6183036130310353,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2006,0.47111678195383416,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2006,1.5753266133475918,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2006,2.6179109537943055,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2006,6.548493637198957,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2006,2.7019601937754523,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2006,2.963327929772018,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2006,2.522972958603535,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2006,3.5233743170993947,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2006,2.745816559151842,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2006,1.6397318135109846,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2006,4.3704000114353505,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2006,1.5414426356067932,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2006,2.541851531522878,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2006,1.6080152628304625,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2006,0.9255486086804725,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2006,2.0168467630930884,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2006,2.558351020531172,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2006,1.6293149464887713,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2006,4.433668567201253,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2006,3.190327313608878,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2006,3.940329062636835,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2006,3.1824083781034984,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2006,2.827206231826897,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2006,2.4997898335156394,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2006,5.10468213987004,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2006,3.002762646491913,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2006,4.9097800606384,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2006,2.2378995030501367,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2006,1.5290462440810197,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2006,3.881577346387836,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2006,1.3632769031038376,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2006,3.4534910112790747,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2006,1.7851501198804083,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2006,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2006,,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2006,3.7065000527882406,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2006,4.292003648663368,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2006,5.260990419618011,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2006,0.9296788104215998,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2006,1.7252143815038055,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2006,4.37461385284522,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2006,3.8226867969491356,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2006,2.3945100409626905,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2006,5.372994047825098,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2006,2.9971184130477995,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2006,0.899177383244039,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2007,1.0709490552187546,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2007,1.41923039820073,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2007,3.146514348857415,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2007,3.494876433451107,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2007,6.77548206308346,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2007,1.310245030891246,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2007,1.5974880793023345,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2007,1.7512301545499052,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2007,0.8885699322131262,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2007,1.4341749096531575,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2007,2.597674979168913,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2007,6.589068518867845,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2007,2.9672453661414884,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2007,2.8436888342282773,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2007,2.4828850804023785,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2007,3.2916554109889407,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2007,2.744846474914115,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2007,1.4208493672423312,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2007,4.406414454740117,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2007,1.108236757779144,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2007,2.545179930156571,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2007,1.3251363548226844,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2007,1.3067198801947228,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2007,1.8861965916597427,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2007,3.130778451415637,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2007,1.7147036245121026,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2007,4.167589751898992,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2007,3.3529805488153586,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2007,3.8507348558985726,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2007,3.255398290519248,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2007,3.0405788426471867,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2007,2.8829481686430114,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2007,5.181885241913759,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2007,3.0328223291699206,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2007,5.084317979543703,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2007,2.4253475589142406,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2007,1.667213964453982,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2007,4.329376076109274,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2007,1.0156301920713457,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2007,3.0370536919506605,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2007,2.03307156697544,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2007,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2007,,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2007,3.5971509391716254,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2007,4.199694709130912,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2007,5.14539372699394,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2007,0.8689360543270163,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2007,1.8398974456130397,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2007,4.0405236100180435,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2007,3.4796243208356397,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2007,2.2650442119804723,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2007,4.801831446811537,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2007,3.3250559922238465,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2007,0.8298580007129801,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2008,1.2156801741270964,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2008,1.712183120542367,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2008,3.004827426927162,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2008,3.4665015783184283,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2008,6.4643223173660065,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2008,1.6017653363567224,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2008,1.642797808156428,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2008,1.8337671069258805,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2008,1.3227793646298345,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2008,1.4757505644405675,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2008,2.4230468215318903,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2008,6.188840259899297,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2008,3.479494818647848,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2008,2.7360852144957715,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2008,2.4378567671293645,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2008,3.3558802903996727,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2008,2.6618909606128667,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2008,1.537876033791941,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2008,3.9878248343956444,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2008,1.4357535260762602,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2008,2.55313247326868,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2008,1.4596594779660113,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2008,1.4629914909521078,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2008,1.7569093897426218,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2008,2.381094993269525,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2008,1.9669740885884435,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2008,4.301499847490693,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2008,3.1858650322971784,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2008,3.561651617377709,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2008,2.9526236535943458,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2008,3.0653776713716656,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2008,2.3947226982545318,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2008,5.153522968577006,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2008,3.1583149344287538,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2008,5.605689006874542,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2008,2.517816087862692,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2008,2.133830375619681,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2008,4.407148470026289,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2008,0.9483298118242652,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2008,3.0361614999136743,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2008,1.9583894919413642,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2008,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2008,,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2008,3.50240827887246,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2008,4.24407002716899,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2008,5.429291058491559,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2008,0.7081618584820004,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2008,1.9654073849391196,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2008,3.7894254687304603,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2008,3.224853542929031,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2008,2.2706812348748526,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2008,4.5085415044196795,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2008,3.2850709886540197,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2008,1.1254592464250086,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2009,0.7714986508509009,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2009,1.4447015662663867,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2009,2.727349963975442,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2009,3.4423272733192762,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2009,6.674607036463,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2009,1.8095013204970216,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2009,1.4832248594519284,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2009,1.7290309222023046,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2009,0.7330171170047479,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2009,1.2383789589034873,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2009,2.25691375739314,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2009,6.586366677607711,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2009,3.3861701156161788,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2009,2.758648891447574,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2009,3.1396042901023424,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2009,3.1178777833722395,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2009,2.5307386725486043,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2009,1.5853651775458568,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2009,4.294271078679454,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2009,1.5367881721016772,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2009,2.9049832999737957,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2009,1.2299208770548078,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2009,1.2220767785366136,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2009,1.6016552537563675,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2009,2.7779277864631355,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2009,1.2471889690978497,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2009,4.75572022813994,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2009,3.38556921990472,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2009,3.485638895103198,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2009,2.591226621740305,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2009,3.2313574264303715,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2009,2.775707884189802,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2009,5.5023353813335145,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2009,3.2892829257242253,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2009,5.004400498464971,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2009,2.7681418786636036,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2009,1.6748742032878559,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2009,4.594888123091935,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2009,1.3996517119806184,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2009,3.075670741505608,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2009,1.9276879673530976,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2009,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2009,,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2009,3.851118032934072,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2009,4.291252108231842,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2009,5.780973362956882,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2009,0.7348987081082742,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2009,1.6991826778678982,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2009,4.11868971396973,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2009,3.182792373840587,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2009,2.0101961003681743,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2009,4.638010220265365,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2009,3.1278390501367963,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2009,0.8727586941747558,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2010,0.9646035064331694,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2010,1.3654568129716524,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2010,2.599368338886406,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2010,3.3553649848038702,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2010,6.688734036692124,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2010,1.932263005724139,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2010,1.3557662102493124,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2010,1.594788028837579,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2010,0.657271877891646,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2010,1.3938342233733387,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2010,2.3031738046679604,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2010,6.37947433694696,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2010,3.244651411607384,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2010,2.8768595599674645,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2010,2.7672583523960803,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2010,2.8797573633469473,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2010,2.5289715379212048,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2010,2.01153360833813,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2010,4.264936521189204,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2010,1.2354811511537254,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2010,2.790046985495199,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2010,1.3834515599417039,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2010,1.2038885359539457,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2010,1.9973270830852499,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2010,2.821900474571473,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2010,1.1350940790117583,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2010,4.68137546935639,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2010,3.66281846890612,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2010,3.206027690385301,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2010,2.571366610237423,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2010,3.1590708308144517,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2010,2.4833273734948387,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2010,5.411979088873308,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2010,3.0322284307684444,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2010,5.003147146168735,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2010,2.6168482032054814,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2010,1.6531343847799813,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2010,5.124818809804956,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2010,1.2974271576069274,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2010,2.658172611739673,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2010,2.3165481919172675,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2010,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2010,2.221799121319987,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2010,3.646919878589538,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2010,4.127364740390241,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2010,5.700773992550753,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2010,0.8132467034947906,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2010,1.859192612689878,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2010,3.9387268822916828,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2010,2.9010416627092193,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2010,1.9668454458835731,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2010,4.390192149217176,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2010,2.959758003830321,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2010,0.8645909475159256,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2011,0.8737270737136864,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2011,1.2732412812510174,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2011,2.787260212081346,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2011,3.3567709913009245,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2011,6.73477675499451,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2011,1.8780023543990596,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2011,1.7186579682377443,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2011,1.3773162574977937,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2011,0.6476326436792634,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2011,1.4323892944493168,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2011,2.2888761092127616,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2011,6.628494379008196,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2011,3.248816750987886,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2011,2.869489743916385,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2011,2.7174054697543903,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2011,2.697296249710609,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2011,2.6304888804984454,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2011,2.064728345913647,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2011,4.23446855102012,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2011,1.4766414627021034,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2011,3.017381934276853,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2011,1.329304265441317,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2011,1.222279503863199,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2011,1.8875336274810752,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2011,2.573684708112448,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2011,1.2147068714776443,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2011,4.6997104179181175,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2011,3.171950431192911,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2011,3.090694008213755,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2011,2.6803786890135766,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2011,3.061599003855977,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2011,2.696330400068678,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2011,5.47257007764894,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2011,3.2369501812937136,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2011,5.004387373149159,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2011,2.6682035653078047,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2011,1.3209769741537543,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2011,5.218322544976348,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2011,1.2826471270898865,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2011,3.0426829142043634,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2011,2.1479386948420682,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2011,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
