iso3,year,indicator description,indicator code,Indicator label,value
AGO,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZMB,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1960,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
AGO,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZMB,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1961,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
AGO,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZMB,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1962,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
