iso3,year,indicator description,indicator code,Indicator label,value
ZMB,1979,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1979,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
AGO,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,62.441344191995654
ZMB,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1980,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
AGO,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,80.36834533642448
ZMB,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZWE,1981,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
AGO,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BDI,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BEN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BFA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
BWA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CAF,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CIV,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CMR,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COD,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COG,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
COM,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
CPV,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DJI,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
DZA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
EGY,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ERI,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ETH,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GAB,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GHA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GIN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GMB,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNB,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
GNQ,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
KEN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBR,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LBY,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
LSO,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MAR,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MDG,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MLI,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MOZ,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MRT,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MUS,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
MWI,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NAM,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NER,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
NGA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
RWA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SDN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SEN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SLE,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SOM,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SSD,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
STP,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SWZ,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
SYC,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TCD,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TGO,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TUN,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
TZA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
UGA,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,
ZAF,1982,Market capitalization of listed domestic companies (current US$) divided by GDP (current US$),CM.MKT.LCAP.CD / NY.GDP.MKTP.CD,Market capitalization in USD as percentage of GDP,90.62202921223036
