Country,iso3,year,value,indicator code,indicator description
Guyana,GUY,2022,,FSI,Financial Secrecy Index
Hong Kong,HKG,2022,926.77899139798,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,2022,,FSI,Financial Secrecy Index
Honduras,HND,2022,,FSI,Financial Secrecy Index
Croatia,HRV,2022,101.912386926766,FSI,Financial Secrecy Index
Haiti,HTI,2022,,FSI,Financial Secrecy Index
Hungary,HUN,2022,155.985361320584,FSI,Financial Secrecy Index
Indonesia,IDN,2022,170.240689326121,FSI,Financial Secrecy Index
Isle of Man,IMN,2022,189.533907585028,FSI,Financial Secrecy Index
India,IND,2022,318.366687317518,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,2022,,FSI,Financial Secrecy Index
Ireland,IRL,2022,357.174772650659,FSI,Financial Secrecy Index
Iran,IRN,2022,,FSI,Financial Secrecy Index
Iraq,IRQ,2022,,FSI,Financial Secrecy Index
Iceland,ISL,2022,45.848661724847,FSI,Financial Secrecy Index
Israel,ISR,2022,335.856649395178,FSI,Financial Secrecy Index
Italy,ITA,2022,393.350377781294,FSI,Financial Secrecy Index
Jamaica,JAM,2022,,FSI,Financial Secrecy Index
Jersey,JEY,2022,458.502664879157,FSI,Financial Secrecy Index
Jordan,JOR,2022,170.42080332232,FSI,Financial Secrecy Index
Japan,JPN,2022,764.994509813845,FSI,Financial Secrecy Index
Kazakhstan,KAZ,2022,146.852451402802,FSI,Financial Secrecy Index
Kenya,KEN,2022,281.572610479911,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,2022,,FSI,Financial Secrecy Index
Cambodia,KHM,2022,,FSI,Financial Secrecy Index
Kiribati,KIR,2022,,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,2022,168.320986983207,FSI,Financial Secrecy Index
South Korea,KOR,2022,498.628333783005,FSI,Financial Secrecy Index
Kuwait,KWT,2022,334.388742381677,FSI,Financial Secrecy Index
Laos,LAO,2022,,FSI,Financial Secrecy Index
Lebanon,LBN,2022,149.046428743194,FSI,Financial Secrecy Index
Liberia,LBR,2022,286.164216330279,FSI,Financial Secrecy Index
Libya,LBY,2022,,FSI,Financial Secrecy Index
St. Lucia,LCA,2022,32.5936701981612,FSI,Financial Secrecy Index
Liechtenstein,LIE,2022,217.465241935676,FSI,Financial Secrecy Index
Sri Lanka,LKA,2022,241.131858731254,FSI,Financial Secrecy Index
Lesotho,LSO,2022,,FSI,Financial Secrecy Index
Lithuania,LTU,2022,96.6036985329499,FSI,Financial Secrecy Index
Luxembourg,LUX,2022,803.665284815707,FSI,Financial Secrecy Index
Latvia,LVA,2022,112.707140386812,FSI,Financial Secrecy Index
Macao,MAC,2022,341.316487827463,FSI,Financial Secrecy Index
St. Martin,MAF,2022,,FSI,Financial Secrecy Index
Morocco,MAR,2022,146.481576141836,FSI,Financial Secrecy Index
Monaco,MCO,2022,66.1207661704564,FSI,Financial Secrecy Index
Moldova,MDA,2022,,FSI,Financial Secrecy Index
Madagascar,MDG,2022,,FSI,Financial Secrecy Index
Maldives,MDV,2022,117.277751896864,FSI,Financial Secrecy Index
Mexico,MEX,2022,139.294339003354,FSI,Financial Secrecy Index
Marshall Islands,MHL,2022,236.316279783906,FSI,Financial Secrecy Index
North Macedonia,MKD,2022,46.8750516044697,FSI,Financial Secrecy Index
Mali,MLI,2022,,FSI,Financial Secrecy Index
Malta,MLT,2022,309.347910756495,FSI,Financial Secrecy Index
Myanmar,MMR,2022,,FSI,Financial Secrecy Index
Montenegro,MNE,2022,61.4396784389491,FSI,Financial Secrecy Index
Mongolia,MNG,2022,,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,2022,,FSI,Financial Secrecy Index
Mozambique,MOZ,2022,,FSI,Financial Secrecy Index
Mauritania,MRT,2022,,FSI,Financial Secrecy Index
Montserrat,MSR,2022,5.00878551453167,FSI,Financial Secrecy Index
Martinique,MTQ,2022,,FSI,Financial Secrecy Index
Mauritius,MUS,2022,216.391317057951,FSI,Financial Secrecy Index
Malawi,MWI,2022,,FSI,Financial Secrecy Index
Malaysia,MYS,2022,296.349074069591,FSI,Financial Secrecy Index
Mayotte,MYT,2022,,FSI,Financial Secrecy Index
Namibia,NAM,2022,113.074508145991,FSI,Financial Secrecy Index
New Caledonia,NCL,2022,,FSI,Financial Secrecy Index
Niger,NER,2022,,FSI,Financial Secrecy Index
Norfolk Island,NFK,2022,,FSI,Financial Secrecy Index
Nigeria,NGA,2022,271.150570931954,FSI,Financial Secrecy Index
Nicaragua,NIC,2022,,FSI,Financial Secrecy Index
Niue,NIU,2022,,FSI,Financial Secrecy Index
Netherlands,NLD,2022,555.669680707264,FSI,Financial Secrecy Index
Norway,NOR,2022,252.205041166651,FSI,Financial Secrecy Index
Nepal,NPL,2022,,FSI,Financial Secrecy Index
Nauru,NRU,2022,13.2818006711624,FSI,Financial Secrecy Index
New Zealand,NZL,2022,230.333097632574,FSI,Financial Secrecy Index
Oman,OMN,2022,256.034257570803,FSI,Financial Secrecy Index
Pakistan,PAK,2022,159.398625639835,FSI,Financial Secrecy Index
Panama,PAN,2022,474.486299438013,FSI,Financial Secrecy Index
Pitcairn,PCN,2022,,FSI,Financial Secrecy Index
Peru,PER,2022,89.2483065198021,FSI,Financial Secrecy Index
Philippines,PHL,2022,162.385202412035,FSI,Financial Secrecy Index
Palau,PLW,2022,,FSI,Financial Secrecy Index
Papua New Guinea,PNG,2022,,FSI,Financial Secrecy Index
Poland,POL,2022,122.228088730408,FSI,Financial Secrecy Index
Puerto Rico,PRI,2022,176.451086896862,FSI,Financial Secrecy Index
North Korea,PRK,2022,,FSI,Financial Secrecy Index
Portugal,PRT,2022,200.801723153243,FSI,Financial Secrecy Index
Paraguay,PRY,2022,71.9151192061113,FSI,Financial Secrecy Index
Palestine,PSE,2022,,FSI,Financial Secrecy Index
French Polynesia,PYF,2022,,FSI,Financial Secrecy Index
Qatar,QAT,2022,412.34492702195,FSI,Financial Secrecy Index
Reunion,REU,2022,,FSI,Financial Secrecy Index
Romania,ROU,2022,177.748534679776,FSI,Financial Secrecy Index
Russia,RUS,2022,270.375936198414,FSI,Financial Secrecy Index
Rwanda,RWA,2022,106.120936749837,FSI,Financial Secrecy Index
Saudi Arabia,SAU,2022,359.792528499902,FSI,Financial Secrecy Index
Sudan,SDN,2022,,FSI,Financial Secrecy Index
Senegal,SEN,2022,,FSI,Financial Secrecy Index
Singapore,SGP,2022,1166.69663609186,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,2022,,FSI,Financial Secrecy Index
Saint Helena,SHN,2022,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,2022,,FSI,Financial Secrecy Index
Solomon Islands,SLB,2022,,FSI,Financial Secrecy Index
Sierra Leone,SLE,2022,,FSI,Financial Secrecy Index
El Salvador,SLV,2022,107.257203854057,FSI,Financial Secrecy Index
San Marino,SMR,2022,11.8536802936954,FSI,Financial Secrecy Index
Somalia,SOM,2022,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,2022,,FSI,Financial Secrecy Index
Serbia,SRB,2022,84.2038470127201,FSI,Financial Secrecy Index
South Sudan,SSD,2022,,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,2022,,FSI,Financial Secrecy Index
Suriname,SUR,2022,,FSI,Financial Secrecy Index
Slovakia,SVK,2022,101.824742051979,FSI,Financial Secrecy Index
Slovenia,SVN,2022,24.6160338441203,FSI,Financial Secrecy Index
Sweden,SWE,2022,168.468151384464,FSI,Financial Secrecy Index
Eswatini,SWZ,2022,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2022,,FSI,Financial Secrecy Index
Seychelles,SYC,2022,117.530984659967,FSI,Financial Secrecy Index
Syria,SYR,2022,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2022,59.3287955131851,FSI,Financial Secrecy Index
Chad,TCD,2022,,FSI,Financial Secrecy Index
Togo,TGO,2022,,FSI,Financial Secrecy Index
Thailand,THA,2022,379.867003359114,FSI,Financial Secrecy Index
Tajikistan,TJK,2022,,FSI,Financial Secrecy Index
Tokelau,TKL,2022,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2022,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2022,,FSI,Financial Secrecy Index
Tonga,TON,2022,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2022,39.1345848269848,FSI,Financial Secrecy Index
Tunisia,TUN,2022,100.933588655745,FSI,Financial Secrecy Index
Turkey,TUR,2022,199.631227605723,FSI,Financial Secrecy Index
Tuvalu,TUV,2022,,FSI,Financial Secrecy Index
Taiwan,TWN,2022,481.920335551224,FSI,Financial Secrecy Index
Tanzania,TZA,2022,113.187010051459,FSI,Financial Secrecy Index
Uganda,UGA,2022,,FSI,Financial Secrecy Index
Ukraine,UKR,2022,125.426280402455,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,2022,,FSI,Financial Secrecy Index
Uruguay,URY,2022,162.736378887982,FSI,Financial Secrecy Index
United States,USA,2022,1950.78060750601,FSI,Financial Secrecy Index
Uzbekistan,UZB,2022,,FSI,Financial Secrecy Index
Vatican,VAT,2022,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,2022,52.6631585467788,FSI,Financial Secrecy Index
Venezuela,VEN,2022,168.099676122028,FSI,Financial Secrecy Index
British Virgin Islands,VGB,2022,620.8089964276,FSI,Financial Secrecy Index
US Virgin Islands,VIR,2022,119.568374548601,FSI,Financial Secrecy Index
Vietnam,VNM,2022,375.209214085042,FSI,Financial Secrecy Index
Vanuatu,VUT,2022,80.6022425894997,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,2022,,FSI,Financial Secrecy Index
Samoa,WSM,2022,93.3386454306419,FSI,Financial Secrecy Index
,XKX,2022,40.8634452712237,FSI,Financial Secrecy Index
Yemen,YEM,2022,,FSI,Financial Secrecy Index
South Africa,ZAF,2022,261.086804265287,FSI,Financial Secrecy Index
Zambia,ZMB,2022,,FSI,Financial Secrecy Index
Zimbabwe,ZWE,2022,,FSI,Financial Secrecy Index
Aruba,ABW,2019,64.38666499360001,FSI,Financial Secrecy Index
Afghanistan,AFG,2019,,FSI,Financial Secrecy Index
Angola,AGO,2019,,FSI,Financial Secrecy Index
Anguilla,AIA,2019,100.0,FSI,Financial Secrecy Index
Albania,ALB,2019,,FSI,Financial Secrecy Index
Andorra,AND,2019,69.04854058846666,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,2019,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,2019,98.33333333333334,FSI,Financial Secrecy Index
Argentina,ARG,2019,,FSI,Financial Secrecy Index
Armenia,ARM,2019,,FSI,Financial Secrecy Index
American Samoa,ASM,2019,,FSI,Financial Secrecy Index
French Southern Territories,ATF,2019,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,2019,,FSI,Financial Secrecy Index
Australia,AUS,2019,,FSI,Financial Secrecy Index
Austria,AUT,2019,51.587731129238094,FSI,Financial Secrecy Index
Azerbaijan,AZE,2019,,FSI,Financial Secrecy Index
Burundi,BDI,2019,,FSI,Financial Secrecy Index
Belgium,BEL,2019,67.84092466828572,FSI,Financial Secrecy Index
Benin,BEN,2019,,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,2019,,FSI,Financial Secrecy Index
Burkina Faso,BFA,2019,,FSI,Financial Secrecy Index
Bangladesh,BGD,2019,,FSI,Financial Secrecy Index
Bulgaria,BGR,2019,55.56850479228572,FSI,Financial Secrecy Index
Bahrain,BHR,2019,,FSI,Financial Secrecy Index
Bahamas,BHS,2019,100.0,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,2019,,FSI,Financial Secrecy Index
Belarus,BLR,2019,,FSI,Financial Secrecy Index
Belize,BLZ,2019,,FSI,Financial Secrecy Index
Bermuda,BMU,2019,100.0,FSI,Financial Secrecy Index
Bolivia,BOL,2019,,FSI,Financial Secrecy Index
Brazil,BRA,2019,,FSI,Financial Secrecy Index
Barbados,BRB,2019,,FSI,Financial Secrecy Index
Brunei,BRN,2019,,FSI,Financial Secrecy Index
Bhutan,BTN,2019,,FSI,Financial Secrecy Index
Bouvet Island,BVT,2019,,FSI,Financial Secrecy Index
Botswana,BWA,2019,55.25788898861905,FSI,Financial Secrecy Index
Central African Republic,CAF,2019,,FSI,Financial Secrecy Index
Canada,CAN,2019,,FSI,Financial Secrecy Index
Cocos Islands,CCK,2019,,FSI,Financial Secrecy Index
Switzerland,CHE,2019,83.31256726971428,FSI,Financial Secrecy Index
Chile,CHL,2019,,FSI,Financial Secrecy Index
China,CHN,2019,58.30125853057142,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,2019,,FSI,Financial Secrecy Index
Cameroon,CMR,2019,,FSI,Financial Secrecy Index
Congo DRC,COD,2019,,FSI,Financial Secrecy Index
"Congo, Rep.",COG,2019,,FSI,Financial Secrecy Index
Cook Islands,COK,2019,,FSI,Financial Secrecy Index
Colombia,COL,2019,,FSI,Financial Secrecy Index
Comoros,COM,2019,,FSI,Financial Secrecy Index
Cape Verde,CPV,2019,,FSI,Financial Secrecy Index
Costa Rica,CRI,2019,,FSI,Financial Secrecy Index
Cuba,CUB,2019,,FSI,Financial Secrecy Index
Cura�ao,CUW,2019,72.04477021345716,FSI,Financial Secrecy Index
Christmas Island,CXR,2019,,FSI,Financial Secrecy Index
Cayman Islands,CYM,2019,100.0,FSI,Financial Secrecy Index
Cyprus,CYP,2019,71.12914214495238,FSI,Financial Secrecy Index
Czechia,CZE,2019,58.89175803619047,FSI,Financial Secrecy Index
Germany,DEU,2019,52.33767254942857,FSI,Financial Secrecy Index
Djibouti,DJI,2019,,FSI,Financial Secrecy Index
Dominica,DMA,2019,,FSI,Financial Secrecy Index
Denmark,DNK,2019,51.70442714561905,FSI,Financial Secrecy Index
Dominican Republic,DOM,2019,,FSI,Financial Secrecy Index
Algeria,DZA,2019,,FSI,Financial Secrecy Index
Ecuador,ECU,2019,,FSI,Financial Secrecy Index
Egypt,EGY,2019,,FSI,Financial Secrecy Index
Eritrea,ERI,2019,,FSI,Financial Secrecy Index
Western Sahara,ESH,2019,,FSI,Financial Secrecy Index
Spain,ESP,2019,54.53924898342857,FSI,Financial Secrecy Index
Estonia,EST,2019,66.5245014367619,FSI,Financial Secrecy Index
Ethiopia,ETH,2019,,FSI,Financial Secrecy Index
Finland,FIN,2019,55.032484401047626,FSI,Financial Secrecy Index
Fiji,FJI,2019,,FSI,Financial Secrecy Index
Falkland Islands,FLK,2019,,FSI,Financial Secrecy Index
France,FRA,2019,55.70168938760952,FSI,Financial Secrecy Index
Faroe Islands,FRO,2019,,FSI,Financial Secrecy Index
Micronesia,FSM,2019,,FSI,Financial Secrecy Index
Gabon,GAB,2019,,FSI,Financial Secrecy Index
United Kingdom,GBR,2019,63.45288689009524,FSI,Financial Secrecy Index
Georgia,GEO,2019,,FSI,Financial Secrecy Index
Guernsey,GGY,2019,97.5,FSI,Financial Secrecy Index
Ghana,GHA,2019,49.4922624477238,FSI,Financial Secrecy Index
Gibraltar,GIB,2019,65.59183673457143,FSI,Financial Secrecy Index
Guinea,GIN,2019,,FSI,Financial Secrecy Index
Guadeloupe,GLP,2019,,FSI,Financial Secrecy Index
Gambia,GMB,2019,47.99141730737144,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,2019,,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,2019,,FSI,Financial Secrecy Index
Greece,GRC,2019,39.057105727238095,FSI,Financial Secrecy Index
Grenada,GRD,2019,,FSI,Financial Secrecy Index
Greenland,GRL,2019,,FSI,Financial Secrecy Index
Guatemala,GTM,2019,,FSI,Financial Secrecy Index
French Guiana,GUF,2019,,FSI,Financial Secrecy Index
Guam,GUM,2019,,FSI,Financial Secrecy Index
Guyana,GUY,2019,,FSI,Financial Secrecy Index
Hong Kong,HKG,2019,73.02777880761906,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,2019,,FSI,Financial Secrecy Index
Honduras,HND,2019,,FSI,Financial Secrecy Index
Croatia,HRV,2019,54.5339824084762,FSI,Financial Secrecy Index
Haiti,HTI,2019,,FSI,Financial Secrecy Index
Hungary,HUN,2019,69.09811341209523,FSI,Financial Secrecy Index
Indonesia,IDN,2019,,FSI,Financial Secrecy Index
Isle of Man,IMN,2019,100.0,FSI,Financial Secrecy Index
India,IND,2019,,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,2019,,FSI,Financial Secrecy Index
Ireland,IRL,2019,75.66642894933332,FSI,Financial Secrecy Index
Iran,IRN,2019,,FSI,Financial Secrecy Index
Iraq,IRQ,2019,,FSI,Financial Secrecy Index
Iceland,ISL,2019,,FSI,Financial Secrecy Index
Israel,ISR,2019,,FSI,Financial Secrecy Index
Italy,ITA,2019,50.54590117028572,FSI,Financial Secrecy Index
Jamaica,JAM,2019,,FSI,Financial Secrecy Index
Jersey,JEY,2019,98.33333333333334,FSI,Financial Secrecy Index
Jordan,JOR,2019,,FSI,Financial Secrecy Index
Japan,JPN,2019,,FSI,Financial Secrecy Index
Kazakhstan,KAZ,2019,,FSI,Financial Secrecy Index
Kenya,KEN,2019,50.830757145923805,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,2019,,FSI,Financial Secrecy Index
Cambodia,KHM,2019,,FSI,Financial Secrecy Index
Kiribati,KIR,2019,,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,2019,,FSI,Financial Secrecy Index
South Korea,KOR,2019,,FSI,Financial Secrecy Index
Kuwait,KWT,2019,,FSI,Financial Secrecy Index
Laos,LAO,2019,,FSI,Financial Secrecy Index
Lebanon,LBN,2019,72.8426338367619,FSI,Financial Secrecy Index
Liberia,LBR,2019,48.95578231259047,FSI,Financial Secrecy Index
Libya,LBY,2019,,FSI,Financial Secrecy Index
St. Lucia,LCA,2019,,FSI,Financial Secrecy Index
Liechtenstein,LIE,2019,69.50760261142857,FSI,Financial Secrecy Index
Sri Lanka,LKA,2019,,FSI,Financial Secrecy Index
Lesotho,LSO,2019,,FSI,Financial Secrecy Index
Lithuania,LTU,2019,54.826730763952376,FSI,Financial Secrecy Index
Luxembourg,LUX,2019,72.43592522038095,FSI,Financial Secrecy Index
Latvia,LVA,2019,68.12597400057142,FSI,Financial Secrecy Index
Macao,MAC,2019,56.6510633004381,FSI,Financial Secrecy Index
St. Martin,MAF,2019,,FSI,Financial Secrecy Index
Morocco,MAR,2019,,FSI,Financial Secrecy Index
Monaco,MCO,2019,67.5580464000762,FSI,Financial Secrecy Index
Moldova,MDA,2019,,FSI,Financial Secrecy Index
Madagascar,MDG,2019,,FSI,Financial Secrecy Index
Maldives,MDV,2019,,FSI,Financial Secrecy Index
Mexico,MEX,2019,,FSI,Financial Secrecy Index
Marshall Islands,MHL,2019,,FSI,Financial Secrecy Index
North Macedonia,MKD,2019,,FSI,Financial Secrecy Index
Mali,MLI,2019,,FSI,Financial Secrecy Index
Malta,MLT,2019,73.5142308544762,FSI,Financial Secrecy Index
Myanmar,MMR,2019,,FSI,Financial Secrecy Index
Montenegro,MNE,2019,,FSI,Financial Secrecy Index
Mongolia,MNG,2019,,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,2019,,FSI,Financial Secrecy Index
Mozambique,MOZ,2019,,FSI,Financial Secrecy Index
Mauritania,MRT,2019,,FSI,Financial Secrecy Index
Montserrat,MSR,2019,65.40124040300951,FSI,Financial Secrecy Index
Martinique,MTQ,2019,,FSI,Financial Secrecy Index
Mauritius,MUS,2019,79.83477528933334,FSI,Financial Secrecy Index
Malawi,MWI,2019,,FSI,Financial Secrecy Index
Malaysia,MYS,2019,,FSI,Financial Secrecy Index
Mayotte,MYT,2019,,FSI,Financial Secrecy Index
Namibia,NAM,2019,,FSI,Financial Secrecy Index
New Caledonia,NCL,2019,,FSI,Financial Secrecy Index
Niger,NER,2019,,FSI,Financial Secrecy Index
Norfolk Island,NFK,2019,,FSI,Financial Secrecy Index
Nigeria,NGA,2019,,FSI,Financial Secrecy Index
Nicaragua,NIC,2019,,FSI,Financial Secrecy Index
Niue,NIU,2019,,FSI,Financial Secrecy Index
Netherlands,NLD,2019,78.01369583228572,FSI,Financial Secrecy Index
Norway,NOR,2019,,FSI,Financial Secrecy Index
Nepal,NPL,2019,,FSI,Financial Secrecy Index
Nauru,NRU,2019,,FSI,Financial Secrecy Index
New Zealand,NZL,2019,,FSI,Financial Secrecy Index
Oman,OMN,2019,,FSI,Financial Secrecy Index
Pakistan,PAK,2019,,FSI,Financial Secrecy Index
Panama,PAN,2019,71.78417342991429,FSI,Financial Secrecy Index
Pitcairn,PCN,2019,,FSI,Financial Secrecy Index
Peru,PER,2019,,FSI,Financial Secrecy Index
Philippines,PHL,2019,,FSI,Financial Secrecy Index
Palau,PLW,2019,,FSI,Financial Secrecy Index
Papua New Guinea,PNG,2019,,FSI,Financial Secrecy Index
Poland,POL,2019,40.44938616580953,FSI,Financial Secrecy Index
Puerto Rico,PRI,2019,,FSI,Financial Secrecy Index
North Korea,PRK,2019,,FSI,Financial Secrecy Index
Portugal,PRT,2019,45.84058331228572,FSI,Financial Secrecy Index
Paraguay,PRY,2019,,FSI,Financial Secrecy Index
Palestine,PSE,2019,,FSI,Financial Secrecy Index
French Polynesia,PYF,2019,,FSI,Financial Secrecy Index
Qatar,QAT,2019,,FSI,Financial Secrecy Index
Reunion,REU,2019,,FSI,Financial Secrecy Index
Romania,ROU,2019,55.606450725904764,FSI,Financial Secrecy Index
Russia,RUS,2019,,FSI,Financial Secrecy Index
Rwanda,RWA,2019,,FSI,Financial Secrecy Index
Saudi Arabia,SAU,2019,,FSI,Financial Secrecy Index
Sudan,SDN,2019,,FSI,Financial Secrecy Index
Senegal,SEN,2019,,FSI,Financial Secrecy Index
Singapore,SGP,2019,81.35448884580953,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,2019,,FSI,Financial Secrecy Index
Saint Helena,SHN,2019,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,2019,,FSI,Financial Secrecy Index
Solomon Islands,SLB,2019,,FSI,Financial Secrecy Index
Sierra Leone,SLE,2019,,FSI,Financial Secrecy Index
El Salvador,SLV,2019,,FSI,Financial Secrecy Index
San Marino,SMR,2019,61.51238010114285,FSI,Financial Secrecy Index
Somalia,SOM,2019,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,2019,,FSI,Financial Secrecy Index
Serbia,SRB,2019,,FSI,Financial Secrecy Index
South Sudan,SSD,2019,,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,2019,,FSI,Financial Secrecy Index
Suriname,SUR,2019,,FSI,Financial Secrecy Index
Slovakia,SVK,2019,52.950172188095245,FSI,Financial Secrecy Index
Slovenia,SVN,2019,49.57163138885714,FSI,Financial Secrecy Index
Sweden,SWE,2019,55.97318405733333,FSI,Financial Secrecy Index
Eswatini,SWZ,2019,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2019,,FSI,Financial Secrecy Index
Seychelles,SYC,2019,68.108221244,FSI,Financial Secrecy Index
Syria,SYR,2019,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2019,100.0,FSI,Financial Secrecy Index
Chad,TCD,2019,,FSI,Financial Secrecy Index
Togo,TGO,2019,,FSI,Financial Secrecy Index
Thailand,THA,2019,,FSI,Financial Secrecy Index
Tajikistan,TJK,2019,,FSI,Financial Secrecy Index
Tokelau,TKL,2019,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2019,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2019,,FSI,Financial Secrecy Index
Tonga,TON,2019,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2019,,FSI,Financial Secrecy Index
Tunisia,TUN,2019,,FSI,Financial Secrecy Index
Turkey,TUR,2019,,FSI,Financial Secrecy Index
Tuvalu,TUV,2019,,FSI,Financial Secrecy Index
Taiwan,TWN,2019,46.76267773822857,FSI,Financial Secrecy Index
Tanzania,TZA,2019,46.08379152524763,FSI,Financial Secrecy Index
Uganda,UGA,2019,,FSI,Financial Secrecy Index
Ukraine,UKR,2019,,FSI,Financial Secrecy Index
