iso3,year,indicator description,indicator code,Indicator label,value
AGO,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BDI,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BEN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BFA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BWA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CAF,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CIV,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CMR,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COD,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COG,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COM,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CPV,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DJI,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DZA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
EGY,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ERI,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ETH,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GAB,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GHA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GIN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GMB,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNB,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNQ,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
KEN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBR,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBY,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LSO,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MAR,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MDG,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MLI,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MOZ,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MRT,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MUS,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MWI,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NAM,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NER,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NGA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
RWA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SDN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SEN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SLE,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SOM,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SSD,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
STP,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SWZ,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SYC,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TCD,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TGO,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TUN,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TZA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
UGA,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZAF,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZMB,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZWE,1961,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
AGO,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BDI,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BEN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BFA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BWA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CAF,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CIV,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CMR,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COD,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COG,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COM,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CPV,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DJI,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DZA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
EGY,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ERI,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ETH,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GAB,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GHA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GIN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GMB,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNB,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNQ,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
KEN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBR,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBY,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LSO,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MAR,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MDG,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MLI,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MOZ,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MRT,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MUS,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MWI,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NAM,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NER,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NGA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
RWA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SDN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SEN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SLE,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SOM,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SSD,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
STP,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SWZ,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SYC,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TCD,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TGO,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TUN,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TZA,1962,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
