iso3,year,indicator description,indicator code,Indicator label,value
BWA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CAF,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CIV,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CMR,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COD,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COG,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COM,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CPV,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DJI,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DZA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
EGY,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ERI,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ETH,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GAB,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GHA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GIN,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GMB,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNB,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNQ,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
KEN,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBR,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBY,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LSO,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MAR,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MDG,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MLI,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MOZ,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MRT,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MUS,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MWI,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NAM,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NER,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NGA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
RWA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SDN,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SEN,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SLE,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SOM,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SSD,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
STP,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SWZ,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SYC,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TCD,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TGO,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TUN,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TZA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
UGA,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZAF,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZMB,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZWE,1972,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
AGO,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BDI,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BEN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BFA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BWA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CAF,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CIV,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CMR,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COD,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COG,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COM,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CPV,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DJI,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DZA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
EGY,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ERI,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ETH,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GAB,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GHA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GIN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GMB,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNB,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNQ,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
KEN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBR,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBY,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LSO,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MAR,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MDG,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MLI,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MOZ,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MRT,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MUS,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MWI,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NAM,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NER,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NGA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
RWA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SDN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SEN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SLE,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SOM,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SSD,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
STP,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SWZ,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SYC,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TCD,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TGO,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TUN,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TZA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
UGA,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZAF,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZMB,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZWE,1973,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
AGO,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BDI,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BEN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,0.11324473691053022
BFA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
BWA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CAF,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CIV,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CMR,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COD,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COG,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
COM,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
CPV,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DJI,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
DZA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
EGY,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ERI,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ETH,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GAB,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GHA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GIN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GMB,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNB,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
GNQ,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
KEN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBR,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LBY,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
LSO,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MAR,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MDG,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,-299.0230845145826
MLI,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MOZ,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MRT,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MUS,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
MWI,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NAM,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
NER,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,-52.54873945741896
NGA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
RWA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SDN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SEN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,-227.09379748424763
SLE,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SOM,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SSD,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
STP,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SWZ,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
SYC,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TCD,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TGO,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,122.00705230243577
TUN,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
TZA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
UGA,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZAF,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZMB,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
ZWE,1974,"Reserves and related items (BoP, current US$) divided by External debt stocks, short-term (DOD, current US$)",BN.RES.INCL.CD / DT.DOD.DSTC.CD,Adequacy of International Reserves,
