economy,Year,Value,Indicator,IndicatorID
AGO,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1994,15.6160547727238,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1994,19.9167439175835,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1994,5.8984195225778,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1994,2.65117796862662,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1994,19.0474285714286,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1994,7.49133792136953,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1994,29.8707957503943,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1994,18.8549351466086,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1994,6.49953285523943,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1994,18.038632188371,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1994,24.0886148869007,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1994,30.0451246282241,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1994,20.7641427107969,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1994,19.6043743222704,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1994,17.2365182861065,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1994,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1995,16.6782065784591,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1995,16.7657958548749,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1995,18.8190745863034,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1995,7.18366897108368,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1995,4.93161576886034,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1995,17.6230392156863,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1995,8.22432020449962,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1995,28.750497175983,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1995,18.351209036907,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1995,6.84586581735106,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1995,15.9001352002415,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1995,25.0186945495627,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1995,25.9736557691361,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1995,20.4858138143774,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1995,20.2955260214681,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1995,15.6895001581762,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1995,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1996,13.4389965792474,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1996,14.9371078939367,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1996,4.76004711918406,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1996,17.4629468177855,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1996,8.734556381743,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1996,26.9618996861051,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1996,14.6161928118565,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1996,23.9866294787519,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1996,25.3182096721425,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1996,19.8376192549157,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1996,20.9846364817904,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1996,16.1056179545653,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1996,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1997,11.4203617269545,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1997,4.05375005067188,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1997,15.9646483640466,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1997,10.2666068991452,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1997,29.2124748908169,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1997,19.4054874639843,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1997,15.7810071488851,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1997,26.6687060096273,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1997,25.3436766978578,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1997,18.4410331511459,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1997,21.2498395625278,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1997,16.0500956738796,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1997,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1998,13.8542953523238,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1998,9.69459913614923,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1998,5.34976331444522,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1998,10.987988994342,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1998,25.0805433413429,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1998,17.2315353065392,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1998,15.7808862294593,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1998,25.6934877320742,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1998,6.19716328234893,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1998,24.8466651315736,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1998,19.18316383043,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1998,21.9639431431796,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1998,16.1881871288854,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1998,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1999,16.2939716615223,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1999,13.1656455862978,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1999,9.70701807917569,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1999,3.45979673835024,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1999,10.6198479060259,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1999,24.7222153263144,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1999,17.8825477889844,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1999,16.5261463793959,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1999,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1999,27.9151280086767,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
