economy,Year,Value,Indicator,IndicatorID
TZA,1976,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1976,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1976,16.2116088645446,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1976,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1976,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1977,12.9726711934565,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1977,25.5179722042899,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1977,19.4532571440434,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1977,9.15454538429602,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1977,10.901857372713,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1977,21.2692184862448,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1977,17.1174142480211,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1977,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1978,12.26007922036,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1978,23.0710966447624,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1978,17.4937681927493,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1978,9.49659853127037,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1978,9.71992482034203,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1978,22.617657715689,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1978,17.3411177466797,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1978,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1979,10.7891425473787,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1979,21.285197869102,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1979,16.2820848639983,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1979,10.9097835281136,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1979,11.7021939827298,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1979,21.7967145790554,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1979,17.6488319517709,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1979,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1980,18.1697558918347,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1980,11.7645285971099,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1980,10.4676359309849,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1980,20.9913853975427,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1980,17.796573660554,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1980,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1981,26.2442996941523,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1981,17.4078943455856,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,1981,21.6386352715041,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,1981,17.0628463768825,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,1981,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,1982,21.6957605985037,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,1982,28.9883547464767,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,1982,16.4387939435229,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,1982,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
