economy,year,value,indicator description,indicator code
GAB,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1975,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1976,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1977,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1978,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1979,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1980,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
