economy,year,value,indicator description,indicator code
GAB,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1993,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1994,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1995,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1996,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SWZ,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SYC,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TCD,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TGO,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TUN,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
TZA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
UGA,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZAF,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZMB,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ZWE,1997,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
AGO,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BDI,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BEN,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BFA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
BWA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CAF,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CIV,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CMR,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COD,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COG,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
COM,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
CPV,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DJI,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
DZA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
EGY,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ERI,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
ETH,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GAB,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GHA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GIN,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GMB,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNB,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
GNQ,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
KEN,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBR,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LBY,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
LSO,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MAR,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MDG,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MLI,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MOZ,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MRT,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MUS,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
MWI,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NAM,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NER,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
NGA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
RWA,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SDN,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SEN,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SLE,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SOM,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
SSD,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
STP,1998,,"ID ownership, 15 to 24 years old (%)",FX.OWN.TOTL.YG.ZS
