iso3,year,indicator description,indicator code,Indicator label,value
UGA,1976,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1976,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,75.1183522901937
ZMB,1976,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1976,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,13.7431181721459
GAB,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,55.9649162826771
TZA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,76.2878019078547
ZMB,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1977,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,17.2916398174076
GAB,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,57.7425419702887
TZA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,75.6678402709689
ZMB,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1978,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,19.9002832459838
GAB,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,55.7856947296372
TZA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,75.2430293896006
ZMB,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1979,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,17.5877767385293
AGO,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,22.2085055851578
GAB,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,54.4062138116085
TZA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,68.7799589298792
ZMB,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1980,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,22.1669294207662
AGO,1981,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1981,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1981,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
