iso3,year,indicator description,indicator code,Indicator label,value
ETH,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GAB,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TZA,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZMB,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1961,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GAB,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TZA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZMB,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1962,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COD,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COG,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
COM,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CPV,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DJI,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
DZA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
EGY,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ERI,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ETH,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GAB,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GHA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GIN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GMB,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNB,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
GNQ,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
KEN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBR,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LBY,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
LSO,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MAR,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MDG,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MLI,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MOZ,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MRT,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MUS,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
MWI,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NAM,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NER,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
NGA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
RWA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SDN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SEN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SLE,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SOM,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SSD,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
STP,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SWZ,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
SYC,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TCD,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TGO,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TUN,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
TZA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
UGA,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZAF,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZMB,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
ZWE,1963,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
AGO,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BDI,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BEN,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BFA,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
BWA,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CAF,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CIV,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
CMR,1964,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Domestic Credit to GDP Ratio,
